,title,story,genre
121,바람계곡의 나우시카,거대 산업 문명이 붕괴하고 천년의 세월이 지난 후 지구는 황폐해진 대지와 썩은 바다로 뒤덮혀 있으며 설상가상으로 부해腐海 Buhae라고 불리는 유독한 독기를 내뿜는 균류의 숲이 확장되면서 인류 제2의 종말을 예고하고 있다 이제 지구상에 남은 건 독성의 균사를 내뿜는 곰팡이들과 오무과 같이 거대하게 변질된 곤충류들 그리고 독을 품은 자연과 맞서 바람계곡에서처럼 여기저기 살아가는 극소수의 인간들뿐 바닷가에서 불어오는 바람과 더불어 자연을 지배하려 들지 않고 자연과 교감하며 공동체를 이루며 살아가는 나우시카와 마을 사람들은 퍼져가는 부해의 숲에 위협을 느끼면서도 나름대로의 생활을 영위해 나가고 있다  그러던 어느 날 악명 높은 군사국인 토르메키아 대형 비행선이 거대한 곤충들에게 습격을 당한 채 바람계곡에 추락하게 되고 불타버린 비행선에는 괴상하게 생긴 붉은색의 거대한 알만이 꿈틀대고 있었다 알의 정체에 대해 궁금해하던 마을 사람들에게 마을의 원로인 유파는 그 알은 불의 7일동안 지구의 모든 생명체를 태워버린 무시무시한 거신병의 알이고 토르메키아는 거신병의 부활을 통해 다시 지구상에 자신들의 문명을 일으키려는 음모를 진행 중이었는 얘기를 들려준다 얼마 지나지 않아 거신병의 알을 되찾으려는 토르메키아 함대가 바람 계곡으로 들이닥치고 토르메키아의 왕 크사나는 막강한 군사력을 바탕으로 순식간에 바람 계곡을 점령하게 된다  자연을 정복하려 들 수록 자연은 인간을 용서하지 않는다는 사실을 알고 있는 나우시카는 앞으로 닥칠 무시무시한 일들을 예견하며 크사나를 설득하지만 크사나는 이를 무시한 채 거신병의 부활을 추진시키며 나우시카를 인질로 삼아 함께 토르메키아국으로 돌아간다 토르메키아로 돌아가던 중 크사나의 함대는 인근 국가인 페지테국 전투기의 습격을 받아 추락하고 나우시카는 페지테국의 아스벨과 함께 독을 내뿜는 포지식물 서식지의 중심으로 떨어진다 그리고 거기에서 포자식물이 지구를 오염시키고 있는 것이 아니라 오히려 오염된 지구를 정화시켜 흙과 물을 깨끗이 만들고 있다는 비밀을 알게 된 나우시카는 마을로 돌아가 그 사실을 알리려하지만 이미 인간들은 거신병의 부활과 함께 자연과의 전쟁을 시작하고 바람 계곡에는 더이상 자연의 바람이 불지 않고 있었다 화가 난 오무 무리와 곤충떼는 바람 계곡으로 몰려들고 인류가 살아갈 수 있는 유일한 길은 자연과의 친화 뿐이라는 사실을 알고 있는 나우시카는 자신이 처한 운명을 깨닫고 무섭게 돌진하는 거대한 오무 무리 앞에 자신의 몸을 던지는데,애니메이션
122,세상에서 가장 아름다운 이별,피곤해 병원 일에만 신경 쓰는 가장김갑수 밥 줘 밥 어린애가 되어버린 할머니김지영 알아서 할게요 언제나 바쁜 큰 딸박하선 됐어요 여자친구밖에 모르는 삼수생 아들류덕환 돈 좀 줘 툭 하면 사고치는 백수 외삼촌 부부유준상서영희 그리고 꿈 많고 할 일도 많은 엄마배종옥 영원히 반복될 것만 같았던 일상에 찾아온 이별의 순간 그날 이후우리는 진짜 가족이 되었습니다,드라마
123,천국의 아이들,엄마의 심부름을 갔던 초등학생 알리는 그만 금방 수선한 여동생 자라의 하나뿐인 구두를 잃어버리고 만다   동생은 오전 반 오빠는 오후 반 운동화 한 결례를 번갈아 같이 신게 된 남매는 엄마 아빠한테 들키지 않고 학교에도 지각하지 않기 위해서 하루에도 몇 번씩 아슬아슬한 달리기를 이어나간다  그러던 어느 날 어린이 마라톤 대회 3등 상품이 운동화라는 사실을 알게 된 알리는 자라에게 1등도 2등도 아니라 기필코 3등을 차지해서  새 운동화를 가져다주겠다고 약속하고 대회에 참가한다  과연 알리자라 남매는 새 운동화를 가질 수 있을까,드라마
124,말할 수 없는 비밀,나는 너를 사랑해너도 나를 사랑하니 예술학교로 전학 온 상륜주걸륜은 아버지의 영향을 받아 피아노에 천부적인 소질을 보인다 학교를 둘러보던 중 신비스러운 피아노 연주가 흘러나오는 옛 음악실을 발견하게 되고 그곳에서 샤오위계륜미를 만난다 그들은 아름다운 피아노 선율처럼 즐거운 시간을 보내고 둘 사이에는 애틋한 마음이 싹튼다 그러나 상륜이 샤오위를 더 알고 싶어할 때마다 그녀는 비밀이라고 일관하며 의미심장한 미소만 짓는다 그러던 어느 날 샤오위는 상륜이 같은 반 여학생 칭요와 뽀뽀하는 모습을 보게 되고 그의 곁에서 사라지는데,멜로/로맨스
125,메리 포핀스,1910년의 런던 중절모를 눌러쓴 신사들과 우아한 나들이 복 차림의 귀부인들 사이에서 흥겹게 춤추고 노래하는 굴뚝 청소부 버트를 따라가다보면 체리트리 가街 17번지에 다다르게 된다 이 곳에는 은행가 뱅크스 가족이 살고 있다 좀 더 자세히 말하자면 엄격하고 빈틈없는 은행 중역 죠지 뱅크스 여성의 참정권을 부르짖느라고 언제나 바쁜 그의 아내 미세스 뱅크스 그리고 사랑스런 말썽꾸러기 제인과 마이클이 함께 살고 있다 오늘도 뱅크스의 집에서는 아이들의 유모가 짐을 싸들고 나섰다 아이들이 또 어디론가 도망쳐버린 것이다 장난꾸러기 제인과 마이클에게 진저리가 난 유모는 더 이상 아이들을 돌볼 수 없다며 짐을 싼 것이다 벌써 몇 번째인지 모른다 또다시 유모를 구하는 처지가 된 뱅크스씨 내외는 이번에야말로 제인과 마이클에게 확실히 버릇을 가르칠 수 있는 유모를 찾기로 하고 타임지에 광고를 낸다 하지만 제인과 마이클이 원하는 유모는 엄격하고 규칙만 따지는 그런 사람이 아니다 장밋빛 뺨에 친절하고 재미있으며 자신들과 즐겁게 놀아줄 그런 유모를 원했다 죠지 뱅크스는 이들의 말을 무시했지만 아이들의 희망은 어디선가 불어온 바람을 타고 날아가 메리 포핀스에게 전달된다 다음날 아침 뱅크스씨 집에는 광고를 보고 찾아온 유모들이 문전성시를 이룬다 그런데 갑자기 불어온 강한 동풍에 줄서있던 유모들은 모두 날아가고 바람을 타고 내려온 메리 포핀스만이 남아 아이들의 유모가 된다 그리고 즉시 아이들과 함께 방치우기 놀이에 들어간다  제인과 마이클은 메리 포핀스가 신기하기만 할 따름이다 메리 포핀스는 계단 난간을 타고 윗층과 아래층을 오르내리며 그녀의 가방에서는 커다란 모자걸이 예쁜 거울 우아한 스탠드 등 온갖 것이 쏟아져 나온다 게다가 산책 도중에 굴뚝 청소부 버트를 만나자 버트와 함께 아이들을 예쁜 그림 속으로 데리고 가준다 푸른 동산과 호수 회전목마가 있는 그 곳에서 제인과 마이클은 꿈같은 시간을 보낸다 메리 포핀스가 들어온 후부터 뱅크스 씨 집안에는 행복이 넘쳐난다 하지만 죠지 뱅크스는 왠지 이러한 집안의 변화가 꺼림직 하다 좀더 집안의 규율을 세우기 위해 메리와 면담을 하던 그는 자신의 집이 마치 은행처럼 돌아가길 원한다고 말하고 메리는 그렇다면 아이들이 아빠와 함께 은행을 견학하는 것이 좋겠다고 제안한다 다음 날 아침 난생처음 아빠와 함께 나들이를 나선 아이들은 쭈뼛거리며 은행에 들어서지만 은행원들이 마이클의 동전을 예금하라고 강요하자 큰 소동을 일으키며 은행에서 달아나고 마는데,가족
126,맨발의 꿈,한때 촉망 받는 축구선수였지만 지금은 사기꾼 소리를 듣는 전직스타 이제 원광박희순이 인생역전의 마지막 승부수를 던질 곳은 내전의 상처로 물든 동티모르뿐이다 하지만 이곳에서 커피장사로 대박을 꿈꾸던 그는 다시 사기를 당하고 대사관 직원 인기고창석는 전직스타에게 귀국을 권한다 공항으로 향하는 길 그러나 그에겐 마지막 찬스가 찾아온다 거친 땅에서 맨발로 공을 차는 아이들을 목격한 것 아이들에게 축구화를 팔자 이 귀여운 독점사업의 성공을 확신한 원광은 축구용품점을 차리고 짝퉁 축구화 살 돈도 없는 아이들과 하루 1달러씩 2개월 동안의 할부 계약을 맺는다 그러나 그들의 계약은 세상에서 가장 지키기 힘든 약속이 되고 만다 축구팀의 일원이 되고 싶었던 아이들은 열심히 돈을 벌지만 하루 1달러는 너무 큰 돈이었던 것 1달러 대신 닭 한 마리가 오가던 끝에 결국 아이들의 원망만 가득한 축구화는 반납되고 원광은 가게를 접기로 결심한다 하지만 무슨 미련이 남아있었던 걸까 축구는 그만두고 싶었던 원광이 아이들 때문에 이번만큼은 끝을 보고 싶어졌다  정말 말도 안 되는 축구팀을 결성하기로 한 것 내전 때문에 생긴 어른들의 상처를 이어 받은 소년들은 서로 패스조차 하지 않았다 키 작은 소년의 여동생은 오빠도 축구팀에 넣어 달라며 원광에게 로비를 한다 그러나 누가 그래 꿈도 꾸지 말라고 돈 없으면 축구도 하지 말라고 운동장에 서면 미국 애들이나 일본 애들이나 다 똑같단 말이다 그리고 이제 세상의 끝에서 믿지 못할 그들의 시합이 시작되는데,드라마
127,바람,엄한 가정에서 자랐지만 형과 누나와는 다르게 간지나는 학창시절을 보내고 싶었던 짱구는 집안에서 유일하게 명문고에 진학하지 못해 골치덩이가 된다 광춘상고는 교사들의 폭력과 학생들간 세력 다툼으로 부산일대에서 알아주는 악명 높은 학교 광춘의 조회시간은 학교의 명성을 증명이라도 하듯 쓸만한 후배 물색으로 시작된다 짱구는 입학 첫 날 불법써클몬스터의 카리스마에 압도 당하고 학교 안에서 벌어지는 약육강식의 세계를 알아갈 무렵 학교폭력 가담을 이유로 짱구 일행은 유치장 신세를 지게 된다 짱구는 가까스로 정학만은 면하지만 다시 돌아온 학교에서 교내 불법 서클 몬스터의 유혹이 기다리고 있었는데 그렇게 몬스터의 후광을 업고 예쁜 여자 친구도 얻게 된 짱구 쪽 팔리지 않고 싶었던 열여덟 짱구는 바람대로 폼 나는 학창시절을 보낼 수 있을까,드라마
128,취권 2,청나라 말의 어느 겨울 광동성 광주에서 멀리 북경까지 약재를 구하러 떠났던 보지림의 황기영적룡 분과 아들 황비홍성룡 분은 인삼을 국진사 짐 속에 넣어 세관을 피한다 황비홍은 진사 짐속의 인삼을 다시 훔치러 갔는데 마침 다른 사람이 그 짐 속에서 물건을 꺼내 본다 이때 경찰이 지나가자 인삼을 그 사람에게 밀어넣고 밖으로 나온다 황비홍은 취권으로 도둑과 대결한다 도둑은 도망가고 황비홍은 기차에 오른다 경찰은 진사의 짐을 찾기 위해 기차를 조사한다 황비홍은 수색당하면 세금을 내지 않은 것을 들키므로 긴장한다  그러던 중 장소사유덕화 분의 도움으로 일이 마무리된다 보지림으로 돌아와 약상자를 보니 옥쇄가 들어 있었다 황비홍은 인삼을 찾던 중 무술지도자인 찬을 알게 된다 이자는 취권을 쓸모없는 권법이라 여긴다 이럴 쯤 진사의 짐을 훔치던 기란자가 인삼을 안고 취권하는 자를 찾아오나 황비홍은 만나지 못하고 찬을 만난다 기는 찬 밑에서 무술을 배운다 후에 알고보니 가야말로 만청 최후의 무술인이었다 국가의 보물인 옥쇄를 찾으러 나섰던 것이다  기와 황은 옥쇄를 찾던 중에 기는 무술관 앞에서 죽고 황 찬 둘이 옥쇄를 찾으러 간다 찬은 황에게 다시 취권을 연습하길 권한다 예전에 취하면 잔다는 이야기를 들은 황은 하지 않으려 한다 이에 흥분한 찬은 폭포에 뛰어들고 황이 구해낸다 다시 옥쇄를 훔치는 것을 시도하고 결국은 성공한다,액션
129,"나, 다니엘 블레이크",평생을 성실하게 목수로 살아가던 다니엘은 지병인 심장병이 악화되어 일을 계속 해나갈 수 없는 상황이 된다 다니엘은 실업급여를 받기 위해 찾아간 관공서에서 복잡하고 관료적인 절차 때문에 번번히 좌절한다 그러던 어느 날 다니엘은 두 아이와 함께 런던에서 이주한 싱글맘 케이티를 만나 도움을 주게되고 서로를 의지하게 되는데,드라마
130,에이트 빌로우,미국인 지질학자 데이비스는 운석을 찾기 위해 남극의 탐사대원 제리 쉐퍼드폴워커분 그리고 8마리의 썰매개들과 남극탐사에 나선다 잘 숙련된 8마리의 썰매개들 덕분에 가까스로 죽을 고비를 넘긴 데이비스와 제리는 썰매개들을 남겨두고 다른 탐사대원들과 부상치료를 위해 남극을 떠나게 된다 꼭 반드시 다시 데리러 오겠다는 약속을 남긴채  생존이 불가능한 땅 남극에 버려진 8마리의 썰매개들은 제리의 약속을 기다리며 추위와 배고픔 악천후 속에서 그렇게 175일이 지난다 한편 그들을 버려두고 떠날 수 밖에 없었던 제리는 자신의 일부였던 썰매개들에게 돌아가기 위해 최선을 다하는데,모험
131,더 코브: 슬픈 돌고래의 진실,1960년대 전세계적인 돌고래 사랑의 열풍을 일으켰던 미국 TV시리즈 플리퍼 그 TV시리즈를 위해 돌고래를 직접 잡아 훈련을 시켰던 릭 오배리는 돌고래 조련사들에게 대부와도 같은 존재였다 그러나 이제 그는 돌고래 보호를 위해 싸우고 있다 일본의 작은 마을 타이지太地의 바닷가에서 릭 오배리가 말해주는 잔인한 비밀은 바로 끔찍한 돌고래 사냥 매년 이 곳에서는 2만 3천마리 가량의 야생 돌고래가 무분별한 포획활동으로 인해 죽어가고 있었던 것이다  작고 평화로운 타이지만 그 바다의 세 면을 막고 있는 깎아지는 절벽과 날카로운 철조망 외부인을 위협하는 마을 주민들 철저하게 외부인의 접근을 막고 있는 그 곳에서 자행되어온 무자비한 돌고래 학살을 막기 위해 오션스 일레븐이 나섰다 수중 촬영 녹음 전문가 특수 효과 아티스트 세계적 수준의 프리다이버들로 구성된 이들은 돌고래 학살을 은폐하려는 마을 사람들의 눈을 피해 그 참혹한 현장으로 잠입하는데,다큐멘터리
132,도가니,2011년 대한민국의 마음을 움직일 진실이 찾아온다 믿을 수 없지만 한 청각장애인학교에서 실제 일어난 사건입니다 2000년부터 5년간 청각장애아를 상대로 교장과 교사들이 비인간적인 성폭력과 학대를 저질렀습니다 인정하고 싶지 않지만 이 이야기는 진실입니다 이제 이 끔찍한 진실을 마주해야 할 시간입니다,드라마
133,공동경비구역 JSA,판문점 공동경비구역 내 돌아오지 않는 다리 북측 초소에서 북한 초소병신하균 분이 총상을 입고 살해되는 사건이 발생한다 사건 이후 북한은 남한의 기습테러공격으로 남한은 북한의 납치설로 각각 엇갈린 주장을 한다 양국은 남북한의 실무협조 하에 스위스와 스웨덴으로 구성된 중립국 감독위원회의 책임수사관을 기용해 수사에 착수할 것을 극적으로 합의한다  중립국 감독 위원회에서는 책임수사관으로 쮜리히 법대 출신의 한국계 스위스인이며 군 정보단 소령인 소피이영애 분를 파견한다 태어나 처음으로 한국에 입국한 소피는 남측과 북측 모두 피의자 인도 거부와 관계 당국의 비협조적인 태도로 수사 초기부터 어려움을 겪는다 어렵게 사건 당사자인 남한의 이수혁 병장이병헌 분과 북한의 오경필 중사송강호 분를 만나 사건 정황을 듣게 되지만 그들은 서로 상반된 진술만을 반복해 수사는 점차 미궁으로 빠져든다  그러던 중 사건 최초의 목격자인 남성식 일병김태우 분의 진술에서 의혹을 느끼고 수사를 주변 인물로 확대시켜 나간다 사건을 은폐 축소하려는 남북한의 상부조직의 음모와 극도의 혼돈 상태에 빠진 피의자들 중립국 감독 위원회 측의 미온적인 수사태도로 소피는 계속적인 어려움을 겪게 되지만 시체부검과 증거물 조사 공격적이고 치밀한 추적으로 점차 진실에 가까이 접근해 간다  그러던 중 사건의 전모가 드러날 것을 두려워한 남성식이 돌연 투신 자살을 시도한다 이 사건을 계기로 상부 조직은 소피의 아버지가 과거 한국전에 참전했던 인민군이었음을 폭로하고 중립국 감독위원회를 사주해 소피의 수사전권 해임을 통보한다 남한 병사 이수혁 병장은 왜 북한 초소병을 쏘았을까 최초 목격자인 남성식 일병은 왜 자살을 시도했을까 그리고 북한의 오경필 중사는 무엇을 숨기고 있는가 그녀는 진실을 파헤치기 위해 마지막 시도를 감행하는데,드라마
134,또 하나의 약속,택시기사 상구박철민는 단란한 가정을 꾸려가는 평범한 아버지다  상구는 딸 윤미박희정가 대기업에 취직한 것이 너무 자랑스럽다 한편으론 넉넉치 못한 형편 때문에 남들처럼 대학도 보내주지 못한 게 미안하다 오히려 기특한 딸 윤미는 빨리 취직해서 아빠 차도 바꿔드리고 동생 공부까지 시키겠다며 밝게 웃는다 그렇게 부푼 꿈을 안고 입사한 지 2년도 채 되지 않아 윤미는 큰 병을 얻어 집으로 돌아온다 어린 나이에 가족 품을 떠났던 딸이 이렇게 돌아오자 상구는 가슴이 미어진다 왜 아프다고 말 안 했나 좋은 회사 다닌다고 자랑한 게 누군데 내 그만두면 아빠는 뭐가 되나 자랑스러워하던 회사에 들어간 윤미가 제대로 치료도 받을 수 없자 힘없는 못난 아빠 상구는 상식 없는 이 세상이 믿겨지지 않는다 상구는 차갑게 식은 윤미의 손을 잡고 약속한다 아무것도 모르고 떠난 내 딸 윤미의 이야기를 세상에 알리겠다고  아빠가 꼭 약속 지킬게,드라마
135,이웃집 토토로,도시를 떠나 시골로 이사 온 사츠키와 메이는 우연히 숲속에 살고 있는 신비로운 생명체 토토로를 만나 신비한 모험을 함께 한다 그러던 어느 날 어머니의 병원에서 위태로운 소식이 도착하고 언니 사츠키가 정신없이 아빠에게 연락을 취하는 와중에 메이가 행방불명 되는데,애니메이션
136,오페라의 유령 : 25주년 특별 공연,1860년 파리 오페라 하우스 새로운 극단주 앙드레와 피르맹 그리고 후원자인 라울 백작은 한니발 리허설을 감상하는 가운데 갑자기 무대장치가 무너지는 사고가 발생한다 사람들은 오페라의 유령이 한 짓이라고 수군대고 화가 난 프리마돈나 칼롯타는 무대를 떠나버린다발레단장인 마담 지리의 추천으로 크리스틴이 새로운 여주인공을 맡게 되고 공연은 대성공을 거둔다 크리스틴은 축하객들을 뒤로하고 대기실에 혼자 남게 되는데 거울 뒤에서 반쪽 얼굴을 하얀 가면에 가린 채 연미복 차림의 팬텀이 나타나 마치 마법이라도 걸듯이 크리스틴을 이끌고 미로같이 얽힌 지하 세계로 사라진다크리스틴의 실종으로 오페라 하우스는 일대 혼란에 빠지고 팬텀은 극단주에게 자신의 요구에 응하지 않을 시 크리스틴도 돌려보내지 않고 큰 재앙을 내리겠다고 경고한다 그러나 기회를 주겠다며 크리스틴을 돌려보낸 팬텀과 달리 극단은 그의 협상을 모두 무시하고 오페라 하우스는 괴사건에 휘말리며 문을 닫기에 이른다,공연실황
137,보디가드,국민학교 여교사종려제 분는 우연히 살인사건을 목격한다 음흉한 계락과 잔인성의 소유자이자 당대 최고의 갑부로 알려진 살인범은 목격자가 있음을 확인하고 그녀가 법정에 서는 것을 막기위해 전문 킬러를 고용한다 킬러의 집요한 추적으로 여교사는 극한 위험에 직면하고 이제 킬러는 여교사만이 아니라 그녀의 아홉살 된 조카까지 표적으로 삼는다 이러한 상황에 대처하기 위해 여교사는 등소평의 경호원으로 이름이 널리 알려진 보디가드이연걸 분를 고용한다 그의 임무는 오로지 두사람의  목숨을 지키는 것이다 하지만 여교사의 따뜻하고 이지적인 모습은 얼음처럼 투명하고 차가운 보디가드의 마음에 사랑의 감정을 싹틔운다 숨막히는 하루하루 속에 연인의 감정으로까지 발전하는 두사람 그들 앞에 킬러의 검은 그림자는 더욱더 표독스럽게 다가온다 이제 두사람의 적은 킬러나 살인범만은 아니다 암흑가의 균처럼 퍼진 악의 미로 그 사이 사이마다 포자번식으로 비대해진 마약과 폭력 보디가드와 킬러의 격렬한 한판승은 반전의 반전을 거듭하고 여교사와 보디가드의 아름다운 사랑은 죽음의 막다른 골목으로까지 치닫는다  이제는 의무로서가 아니라 사랑으로서 두사람을 지키기 위한 보디가드의 숨막히는 혈전 하지만 킬러의 손길은 드디어 여교사의 가슴에 총을 겨누는데,액션
138,우리들,그 여름 나에게도 친구가 생겼다 내 마음이 들리니  언제나 혼자인 외톨이 선은 모두가 떠나고 홀로 교실에 남아있던 방학식 날 전학생 지아를 만난다 서로의 비밀을 나누며 순식간에 세상 누구보다 친한 사이가 된 선과 지아는 생애 가장 반짝이는 여름을 보내는데 개학 후 학교에서 만난 지아는 어쩐 일인지 선에게 차가운 얼굴을 하고 있다  선을 따돌리는 보라의 편에 서서 선을 외면하는 지아와 다시 혼자가 되고 싶지 않은 선 어떻게든 관계를 회복해보려 노력하던 선은 결국 지아의 비밀을 폭로해버리고 마는데  선과 지아  우리는 다시 우리가 될 수 있을까,드라마
139,마이클 잭슨의 디스 이즈 잇,팝 황제 마이클 잭슨의 마지막 리허설 모습을 담은 다큐멘터리   7월 런던을 시작으로 50일간 예정되어 있던 투어의 정식 명칭으로 사망 몇일전인 지난 6월 LA스테이플스 센터에서 진행된 리허설을 중심으로 지인들의 인터뷰와 그의 음악인생을 조명하는 미공개 영상들로 구성될 예정,다큐멘터리
140,온리 더 브레이브,미국 애리조나 주 일대에서 역사상 최악의 재난으로 기록되는 초대형 산불이 발생한다 81평방 킬로미터 축구장 일천백여 개 크기가 넘는 지역을 불태우는데 자칫 마을로 번지면 수많은 인명피해가 올 수 있는 상황 이 현장에 최정예 엘리트 소방관 핫샷 멤버들이 출동하게 되는데 불과 당신 사이 마지막 마지노선 아직 희망은 있다핫샷 산불 발생 초기 단계에 방어선 구축을 위해 투입되는 최정예 엘리트 소방관 핫샷은 땅을 파고 나무를 잘라 경계선을 만든 뒤 맞불을 놓아 불을 끄거나 바람의 방향을 이용하는 등의 방법으로 진화작업을 한다 현재 미국 전역 약 2000여 명이 활동한다,드라마
141,늑대와 춤을,1863년 테네시 주의 성 데이비드 평원StDavids Field Tennessee 남북전쟁에서 존 던비 중위는 용감한 행동으로 남군을 놀래고 북군에게는 사기를 충전시킨 공로로 졸지에 전쟁 영웅이 되어 서부 국경지대로 자원해 나간다 상부에서는 던바의 그런 행동을 이해하지 못하는데 그 이유는 인디언들과 마주한 국경 지대란 후속 기병대들의 도움없이는 살아나올 수 없는 곳으로 알고 있기 때문이다 그러나 던바는 그 국경이 머지않아 사라질 것이므로 그 이전에 가서 살고 싶다는 의미있는 말을 던지고 떠난다  국경지대의 세지윅 요새에 가서 본 것은 역시 황무지나 다름없는 곳이며 집 한 채만 달랑 있을 뿐이었다 그 곳을 안내해 준 마차꾼은 오는 길에 포니족Pawnee 인디언들에게 처참하게 살육당한다 전해지는 말로는 인디언들은 백인 마차꾼의 머리 가죽을 벗겨버린다는 것이다 던바는 황량한 통나무집에서 혼자 기거하면서 오기로 되어있던 후속 부대 기병대를 기다지지만 전혀 연락이 없다 던바는 계속 일지를 기록해 나가며 전쟁의 시끄러움을 잠시 잊고 현실을 떠나 도피해 있는 자연 철학자처럼 낮과 밤이 바뀌는 것을 관찰하며 노동과 명상의 하루하루를 보낼 뿐이었다 그에게 유일한 벗이라곤 갖고 간 한 필의 말과 가끔씩 문 앞에 찾아와 경계의 눈빛으로 어술렁거리는 늑대 한 마리 뿐  그러던 어느날 수우족 인디언들이 나타나 말을 도둑질해가는데 던바의 말은 충성스럽게도 다시 도망쳐 되돌아온다 던바는 목숨을 노린 것은 아니었지만 처음 부딪친 인디언들이라 무척 겁을 낸다 던바는 후속 부대를 기다리기 보다는 자신이 직접 인디언을 찾아보기로 결심하고 오두막을 떠난다 그러다 우연히 부상당한 인디언 복장의 백인 여자를 발견하고는 인디언 부락에 데려다준다 하지만 인디언들은 여전히 그를 적대시한다 수오족 인디언들은 스스로 회의를 한 후 다시 그 백인을 만나러가기로 한다 수우족의 제사장인 새 걷어차기Kicking Bird는 던바를 찾아와 대화를 하려고 했으나 잘 통하지 않는다 그러나 서로가 악의가 없다는 저의에서 곧 쉽게 친해질 수 있게 된다 그리고 던바가 구해준 백인 여자는 어려서 붙잡혀와 거의 영어를 못했지만 약간의 통역을 할 줄 알아 이들과의 대화를 연결해 준다 풍부한 경험을 가진 현명한 인디언 족장 열마리 곰Ten Bears 인자하고 너그러운 새 걷어차기Kicking Bird 용감한 청년 머리에 부는 바람Wind In His Hair 그리고 인디언이 된 백인 여자 주먹쥐고 일어서Stands With A Fist 이들 인디언들이 마치 한 형제들처럼 평화롭게 살아가고 있었다  스포일러 버팔로떼를 기다리는 수우족은 식량 걱정에 빠져있었다 어느날 잠을 자던 던바는 땅의 진동소리를 듣고 나와보니 수많은 버팔로떼를 발견한다 이것을 즉시 수우족에게 알려주게 되어 던바는 그들과 버팔로 사냥을 나선다 이때부터 그는 던바가 아닌 늑대와 춤을이라는 존재로서 그들과 동화되어간다 이 이름은 던바가 집 근처에 자주 나타나는 늑대와 노는 것을 본 인디언들에 의해 던바는 그들 사이에서 어느덧 늑대와 춤을이라는 이름으로 불리어지게 된 것  역사적으로 볼 때 이 수우족은 아주 선량한 인디언으로 알려져있다 기껏해야 말을 도둑질해가는 정도였고 부락 내에서 평화를 유지하는 게 그들의 일이었다 반면 모호크족이나 포니족들은 인디언들내에서도 자주 습격을 하여 약탈을 하거나 인명을 살상하는 등 포악한 종족으로 소문나 있었다 인디언 중에서도 수우족같은 평화적인 종족이 있는가 하면 포니족같이 포악한 종족 백인들 가운데서도 던바와 같은 평화주의자가 있는가 하면 기병대가 상징하는 제국주의자가 있다는 것을 극명하게 드러내 준다 포니 족의 침략이 다가오자 수우족의 용사들도 출동한다 함께 가려던 던바는 수우족의 가족을 지켜달라는 부탁을 받는다 그런데 남자들이 없는 상태에서 부락에 포니족이 침입해 위기에 빠진다 이에 던바는 오두막에서 많은 총을 가져와 결국 포니족을 물리쳐낸다 그러는 사이 던바는 주먹쥐고 일어서와 사랑에 빠진다 그녀는 부족의 청년과 결혼했는데 던바가 발견했을 때 포니족에 의해 남편이 죽고 그녀도 부상을 입었던 것이었다 그녀는 인디언 풍습으로 우는 시간 즉 일종의 남편 상 기간이었는데 이것이 끝남이 허락되어 마침내 던바와 결혼하게 된다 던바는 이제 기병대 소대장이 아닌 수우족의 인디언 늑대와 춤을로 다시 탄생한다  인디언들은 백인들이 점점 다가오고 있다는 것을 느끼고 있었다 이제 백인들의 진짜 야욕을 늑대와 춤을에게 물어볼 때가 된 것이다 늑대와 춤을은 이제 인디언으로서 모든 것을 숨기지 않고 다 털어 놓는다 엄청난 수효의 백인 기병대들이 머지않아 이 평화로운 인디언 지역을 침범할 것이라고 족장 열마리 곰은 오랫동안 가보로 간직해온 물건을 꺼내보인다 그건 옛날 포르투갈 군인들이 쓰던 투구였다 나의 할아버지의 할아버지 때도 백인들은 우릴 공격해왔다 그때 우리들은 용감하게 싸워 그들을 물리쳐냈다 그러나 백인들의 침략성은 끝없이 이어져 내려온다 족장 열마리 곰은 이제는 중과부적이라 대항하기 힘들다는 것을 깨닫고 다른 곳으로 이동하기로 결정한다 이때 늑대와 춤을은 자신이 그동안 써왔던 소중한 일기장을 두고 온 오두막으로 향한다 그러나 인디언 복장을 한 던바는 기병대에 포로로 잡힌다 그리고 배반자 밀정이라는 낙인과 함께 온갖 폭행을 당하고 후방으로 후송되어간다 던바가 며칠째 돌아오지 않자 염탐나온 수오족 부하들은 그들이 통과하는 길목에서 기다리고 있다가 습격을 감행 던바를 구출해낸다 같은 백인도 오히려 다른 인종인 인디언보다도 못하다는 사실을 깨달은 던바는 더 이상의 미련을 버리고 수오족에게로 돌아와 아내와 뜨거운 재회를 한다 그들은 기병대를 피해 계속해서 눈내리는 산 속으로 깊이 들어간다 던바는 자신 때문에 수오족이 해를 끼칠 것으로 생각하고 그들의 만류에도 불구하고 아내와 함께 수우족을 떠난다  {13년 후 그들의 마을은 폐허가 되었고 그들의 버팔로도 사라졌다 마지막 남은 수우 족Sioux은 네브라스카 로빈슨 요새Fort Robinson Nebraska에서 백인에게 항복했다 평원의 위대한 기마민족 문화The Great Horse Culture는 사라지고 서부 개척the American Frontier은 역사 속으로 소리없이 묻혀갔다},서부
